text,label,intent_name
Is this app capable of exchanging currencies?,33,exchange_via_app
"While abroad I got cash, and a wrong exchange rate was applied.",76,wrong_exchange_rate_for_cash_withdrawal
Can I top up with Google Pay?,2,apple_pay_or_google_pay
What places accept my card?,10,card_acceptance
The recipient doesn't see the money transaction I made,66,transfer_not_received_by_recipient
how to get a new card in china,9,card_about_to_expire
DO you know the reason for the identity check?,74,why_verify_identity
There is a vendor name I don't recognize on a payment from my account. I don't think I made this payment.,16,card_payment_not_recognised
My account shows that I made a cash withdrawal but I cannot remember doing so!,20,cash_withdrawal_not_recognised
Card activation is not working. What do i do?,0,activate_my_card
MY transfer has still not appeared.,5,balance_not_updated_after_bank_transfer
"Give me back my money, I'm not paying the sellers. It has been a long time ago that I made an order and it just isn't coming.",52,request_refund
When will the money reach my  account?,67,transfer_timing
When do i activate auto top-up?,4,automatic_top_up
What do I do if my card is about to expire?,9,card_about_to_expire
"I am having issues using contactless payments, could my card be damaged?",23,contactless_not_working
What should I do if I can't prove my identity.,68,unable_to_verify_identity
Help! In the app there is a payment that I don't remember.,16,card_payment_not_recognised
My card was eaten by the cash machine what do I do?,18,card_swallowed
Can you please check my UK Account to make sure everything went alright?  I made the transfer a couple of hours ago.,5,balance_not_updated_after_bank_transfer
I urgently need to transfer something from China. How long can I expect it to take?,67,transfer_timing
I have a fee for cash withdrawal,19,cash_withdrawal_charge
Where can I get your exchange rates from?,32,exchange_rate
I thought you guys offered free transfers. Why was I charged?,64,transfer_fee_charged
Not sure what my password is.,44,passcode_forgotten
What do I do if I think someone has used my card without permission? I can see a few transactions I don't recognize.,22,compromised_card
I found my old card. Can I link it back into the app?,13,card_linking
Do you offer services that hold money in different types of currency?,36,fiat_currency_support
"I have been waiting for my transfer, shouldn't it be here already?",67,transfer_timing
Do you also have this extra fee on your statement?,34,extra_charge_on_statement
My card seems to not be working at all.,14,card_not_working
Can I start an account for my kids?,1,age_limit
Can I mail in a check to top up?,58,top_up_by_cash_or_cheque
Transfer has failed.,35,failed_transfer
How long does it take for my top up to clear?,47,pending_top_up
Hello. I checked my transactions and saw I was double charged for a restaurant visit. Can I get my money back?,63,transaction_charged_twice
Where can I find Mastercard ATMs?,3,atm_support
How long will my transfer be pending for?,48,pending_transfer
Why can't I use this beneficiary?,7,beneficiary_not_allowed
Will there be any fees for top ups?,57,top_up_by_card_charge
"Hello, I recently ordered an item and I need help with cancelling and processing a refund as soon as possible. It's very important that I get my refund quickly.",52,request_refund
Which cards do you support for top up?,54,supported_cards_and_currencies
I need my card to be delivered fast,12,card_delivery_estimate
Is there an issue with my account?  I don't see a cheque deposit that I made yesterday.  Please assist.,6,balance_not_updated_after_cheque_or_cash_deposit
"I'm waiting for a transfer from the US, how much longer?",67,transfer_timing
My funds are not transferring to my bank. Why is this not working?,7,beneficiary_not_allowed
Do you limit my top-ups?,60,top_up_limits
I was wondering if international transfers take longer than normal because I made a transfer from France a couple of days ago and nothing has happened yet?,5,balance_not_updated_after_bank_transfer
How do I make my card appear on the app?,13,card_linking
I could not get the ATM to work,26,declined_cash_withdrawal
I haven't received my pin,38,get_physical_card
I shouldn't be charged any fee for transferring .,64,transfer_fee_charged
"I froze my account, but how do I order a replacement card?",22,compromised_card
I just transferred some money. Why was I charged a fee?,64,transfer_fee_charged
The applied exchange rate is wrong for the cash I got abroad.,76,wrong_exchange_rate_for_cash_withdrawal
What are all of the different steps for identity checks?,69,verify_my_identity
How do I top up on my card?,62,topping_up_by_card
How do I know which payments I make will have additional fees? Where can I find this information online?,15,card_payment_fee_charged
I can't get the ATM to give me any cash,26,declined_cash_withdrawal
I noticed that there was an extra charge fee on my account. Could You explain to me why?,64,transfer_fee_charged
Why are there fees for using a card?,15,card_payment_fee_charged
I have a card payment I didn't make,16,card_payment_not_recognised
Please help my find out why there is an odd direct debit in my records.,28,direct_debit_payment_not_recognised
Where are the virtual cards?,40,getting_virtual_card
i am under 18 and i am trying to verify my id. why wont it work?,68,unable_to_verify_identity
i withdraw cash from the ATM and was charged a fee,19,cash_withdrawal_charge
When will I have access to my pin number?,38,get_physical_card
I misplaced my card and I dont know where the last place is where I used the card last. Can you look at my account and tell me the last place I used the card?,41,lost_or_stolen_card
Can I activate my card with the app?,0,activate_my_card
Can I get my money back on an item?,52,request_refund
How long do I wait for a transfer from the United States?,67,transfer_timing
Do you accept all cards and currencies?,54,supported_cards_and_currencies
Will I get charged fees when I add money with an international card?,57,top_up_by_card_charge
What is the highest amount I can top-up?,60,top_up_limits
"So, my transfer is showing as pending, when will it actually go through?",48,pending_transfer
I am required to make several disposable cards every day.,29,disposable_card_limits
My card won't work at all for anything.,14,card_not_working
Can I let other people have access to my account in order to top up?,62,topping_up_by_card
I tried to do a transfer and it hasn't worked!,35,failed_transfer
"How do I close my account, since I'm dissatisfied?",55,terminate_account
My card was declined,25,declined_card_payment
"My PIN got blocked, help.",49,pin_blocked
I think I was charged extra on my payment on last Saturday.  Maybe the exchange rate was wrong?  I'd like a refund.,17,card_payment_wrong_exchange_rate
Why can't I see the top up I made?,62,topping_up_by_card
How long does it take for a new purchase to stop being considered pending?,45,pending_card_payment
"I accidentally made a payment from the wrong account yesterday. It's my rent payment, and it's very large, so the account I paid from won't be able to cover the amount. It's really important that the payment be made from the right account?",8,cancel_transfer
Is there a fee to order a physical card?,43,order_physical_card
"I tried to make a withdrawal from the ATM, but it was cancelled.",26,declined_cash_withdrawal
Can you unblock my account?  I entered the PIN wrong.,49,pin_blocked
Is it possible to have more than one disposable card?,29,disposable_card_limits
What if I need to use GBP instead of USD?,33,exchange_via_app
How do I add money to my card?,62,topping_up_by_card
Where did my money go? I'm not able to withdraw it from my ATM.,26,declined_cash_withdrawal
I am from X but am traveling to Y - how do I get currency for Y?,33,exchange_via_app
What currencies are available for my use in holding and exchange?,36,fiat_currency_support
My disposable virtual card isn't working.,72,virtual_card_not_working
I needed cash from the ATM but I couldn't get it.,26,declined_cash_withdrawal
How do I change my account details?,30,edit_personal_details
"Using your app, would I be able to exchange between USD and GBP?",33,exchange_via_app
Which countries are you in?,24,country_support
What do I need to do to verify my funds?,70,verify_source_of_funds
i need to top up by card.,62,topping_up_by_card
What is the max I can top up?,60,top_up_limits
do you accept from usa credit card?,54,supported_cards_and_currencies
I need help with understanding why my card is not working.,14,card_not_working
I am angry that I got charged for using my card.,15,card_payment_fee_charged
How is my card payment still pending?,45,pending_card_payment
What steps are taken to transfer money into my account?,65,transfer_into_account
Why have I been charged for pulling cash out of my own account?,19,cash_withdrawal_charge
I couldn't make a transfer,35,failed_transfer
Will the system automatically update once there is no more money left?,4,automatic_top_up
Can I request a refund,52,request_refund
Where do I find the auto top up option?,4,automatic_top_up
It seems that the rate I got is incorrect.,17,card_payment_wrong_exchange_rate
Why is there an uknown charge showing on my account?,16,card_payment_not_recognised
I am out of money in my account and I was wondering if I could do a bank transfer is put more in it?,65,transfer_into_account
"Hello, i just checked my statement and there seems to be a payment from my card that I have never seen before.",16,card_payment_not_recognised
"I am dissatisfied, I would like to close my account.",55,terminate_account
"Hey, I ordered a thing but changed my mind and want a refund on it. Since I haven't received the thing, would you just go ahead and cancel the payment for me?",52,request_refund
Why did it cost money to transfer funds?,64,transfer_fee_charged
I am seeing in the App a some cash withdrawal that I did not do,20,cash_withdrawal_not_recognised
I made a payment with my card that was cancelled?,53,reverted_card_payment?
I have a transfer that was declined.,27,declined_transfer
Why do I get declined when I try to withdraw cash?,26,declined_cash_withdrawal
can you top up your account automatically,4,automatic_top_up
I am on vacation in Spain and need to change my pin.,21,change_pin
I don't know if I made this payment on my card.,16,card_payment_not_recognised
I don't know what's going on but all of my transfers keep getting declined. I have checked over the recipient details twice. These details are all correct.,27,declined_transfer
Are there limits on the virtual cards?,29,disposable_card_limits
What currencies and methods can i use to top up my account?,54,supported_cards_and_currencies
Do I get an actual card?,43,order_physical_card
How many days does it take for a transfer to go through?,67,transfer_timing
I only have one other credit card from the US. Do you accept that?,54,supported_cards_and_currencies
How can we correct a mistake on an ATM transaction?  The app shows what I should have gotten.,75,wrong_amount_of_cash_received
Is there a limit to the number of disposable cards I can have?,29,disposable_card_limits
How can I go about getting a refund?,52,request_refund
I am having trouble transferring money to a beneficiery.,7,beneficiary_not_allowed
"Please help me, its urgent. Someone has withdrawn money from my account as few hours before my wallet has been. Now i want to stop withdrawal of more money.",20,cash_withdrawal_not_recognised
I want to transfer money. How do I do that for my account?,65,transfer_into_account
"Hi, I used an ATM today to take money out of my account, but the amount it gave me is not the amount I requested. What should I do?",75,wrong_amount_of_cash_received
What steps do I have to go through in order to activate my new card?,0,activate_my_card
I answered so many questions about my identity. Why do you need this info?,74,why_verify_identity
I purchased an item and the exchange rate was wrong,17,card_payment_wrong_exchange_rate
"For the disposable cards, what are the restrictions?",29,disposable_card_limits
What if I need my salary in another currency?,50,receiving_money
"I'm not in the UK, but can I still get a card?",24,country_support
What do I do if my top-up has not gone through?,47,pending_top_up
It is extremely important that I cancel the transfer I made yesterday and put the money into a different account.  Is this possible?,8,cancel_transfer
I am unhappy with an item I bought. How do I get a refund?,52,request_refund
Please specify any limitations that come along with disposable cards.,29,disposable_card_limits
Was there a number to track that I could get?,11,card_arrival
Hoe do i use my credit card to transfer money?,62,topping_up_by_card
I paid two weeks ago and just got refunded,53,reverted_card_payment?
Do you offer cards for those in other countries?,24,country_support
Can i top up by card?,62,topping_up_by_card
How to verify top up card?,71,verify_top_up
I recently made a transfer that I would like to cancel,8,cancel_transfer
"My phone was stolen, what should I do?",42,lost_or_stolen_phone
How come I can't find my payment?,53,reverted_card_payment?
What is the identity check for?,74,why_verify_identity
How long until my new card gets here?,11,card_arrival
Are there any restrictions to where I can use my card?,10,card_acceptance
What is the source of your exchange rates?,32,exchange_rate
"There is a fee for a transfer, please explain that to me.",64,transfer_fee_charged
The app is having trouble verifying my identity.,68,unable_to_verify_identity
Why is verifaction required for my Identity?,74,why_verify_identity
I think someone stole my card because I can't find it.,41,lost_or_stolen_card
I could not get the cash I wanted,75,wrong_amount_of_cash_received
I can't log in,44,passcode_forgotten
For what reason can I not transfer money to a beneficiary?,7,beneficiary_not_allowed
What is the procedure for activating this card?,0,activate_my_card
I see a direct debit payment on my statement that wasn't me,28,direct_debit_payment_not_recognised
I want to top up by cheque,58,top_up_by_cash_or_cheque
What limits are the to top-ups?,60,top_up_limits
I was refunded the money for something I bought already.,53,reverted_card_payment?
Will I be charged any fee for receiving money?,56,top_up_by_bank_transfer_charge
It seems that something went wrong with my exchange. I changed Russian Ruble into UK pounds but have been charged entirely too much!,17,card_payment_wrong_exchange_rate
is it ok if i use both visa and mastercard,73,visa_or_mastercard
I would like to link my card to my account.,13,card_linking
"My ID verification hasn't gone through yet, but can I use my account anyway?",74,why_verify_identity
My wallet got stolen a couple hours ago and now I've seen there already is a withdrawal. Help this is absolutely urgent I don't want to loose more money,20,cash_withdrawal_not_recognised
"I want to get some cash from the ATM using my card but I dont want to be charged any fees. Ive taken some money out before with no fees, but recently Ive been getting charged. Why?",19,cash_withdrawal_charge
Does it cost anything to buy something from another country? Like is there going to be hidden transfer fees or currency conversion fees?,64,transfer_fee_charged
"Do you not accept crypto transfers from certain places? Because when I tried to do a top up the money just disappeared. Im not sure what to do or what I'm doing wrong, please help.",61,top_up_reverted
Do you accept Visa or Mastercard?,73,visa_or_mastercard
Where can I find the verification code for the card top-up?,71,verify_top_up
Does it matter which card I use,73,visa_or_mastercard
I did not get the cash that is showing up in my app.,20,cash_withdrawal_not_recognised
Why was I charged for cash withdrawal?,19,cash_withdrawal_charge
Is there a way to set up an auto top-up?,4,automatic_top_up
Can I change my pin number at a cash machine?,21,change_pin
What is the estimated date for delivery to US?,12,card_delivery_estimate
"The expiration date on my card is very soon, and I need to get a new one.  What are the price and delivery options for my replacement card?",9,card_about_to_expire
How do you Top Up on the apple watch?,2,apple_pay_or_google_pay
The app reverted my top up,61,top_up_reverted
"After I make a payment, how long will it be before it transitions from ""pending"" to complete?",45,pending_card_payment
"Hi, I made a transfer yesterday that I need to reverse.  I need to put the money in a different account.",8,cancel_transfer
Why isn't the transfer I made to a friend showing?,66,transfer_not_received_by_recipient
Tell me where I can find the auto top up feature and a little bit about it please.,4,automatic_top_up
"If you to to account, hit activate, and follow the instructions, you can activate it in just a few seconds.",0,activate_my_card
Please help!  The app won't let me cancel a money transfer.  I accidently sent money to an account that wasn't mine.  I need this cancelled immediately.,8,cancel_transfer
I want to activate the card.,0,activate_my_card
I completed a transfer that isn't showing up on my account.,5,balance_not_updated_after_bank_transfer
What fees are charged for a physical card?,43,order_physical_card
I placed my order a week ago. Is it ok that my card isn't here yet?,12,card_delivery_estimate
I think I am a victim of fraud.  I noticed there was a charge on my account that I didn't do because I haven't touched my card today.  Can you please reverse the charge and refund my money?,28,direct_debit_payment_not_recognised
Can I have more than 2 disposable cards?,29,disposable_card_limits
I thought crypto top up with something you offer. This is not working. The money has been deducted from my account. Can you find out what's going on?,61,top_up_reverted
The card PIN?,38,get_physical_card
Can you help me transfer money into my friend's bank account? I tried to do it but it keeps rejecting me. I need to get the money in there asap. I have enough and all the account info is correct.,35,failed_transfer
How long does it typically take to make a transfer from a UK bank? I just made one and it hasn't shown up in my account yet.,5,balance_not_updated_after_bank_transfer
I have duplicate charges for the same transaction,63,transaction_charged_twice
Money was transferred to me and I am unable to see it,48,pending_transfer
I need to cancel a payment. Something i purchased a while ago still has not arrived and i'm not going to pay them if they won't send me what I purchased.,52,request_refund
"I signed up, but don't have a PIN. Where can I find it?",38,get_physical_card
I need to verify the source of funds.,70,verify_source_of_funds
Why is my transfer not showing,5,balance_not_updated_after_bank_transfer
Is there a way to make my money usable in another country?,33,exchange_via_app
"I saw money was taken out of my account by a seller a while back. I do not recognize the seller, but I'm pretty certain I didn't make that payment. Can you track who the seller is?",28,direct_debit_payment_not_recognised
"Suddenly, my card won't work.",14,card_not_working
An extra fee has been added to my card payment is this correct?,15,card_payment_fee_charged
Why did my credit card get declined for top up?,59,top_up_failed
"I see an extra $1  charge on my statement, why is this?",34,extra_charge_on_statement
I have been charged for one thing two times.,63,transaction_charged_twice
For some reason I am unable to preform a transfer to a beneficiary.,7,beneficiary_not_allowed
"The exchange rate you're using is terrible - this can't be the official interbank exchange rate, can it?",17,card_payment_wrong_exchange_rate
how much does it cost to add money,57,top_up_by_card_charge
"I've use my accounts all the time to manage my payments for my place abroad that I just got. I now see that I suddenly have new fees.I'm a frequent customer, so why are you charging me new fees instead of rewarding me?",64,transfer_fee_charged
how do i find top up for cash deposit,58,top_up_by_cash_or_cheque
I want to create a new pin.,21,change_pin
How long is US delivery?,12,card_delivery_estimate
I need to transfer money into this account from my other bank account.,65,transfer_into_account
What is the time frame that transfers normally take from a UK account? I just completed a transfer and nothing shows up. I need to know if everything is alright.,5,balance_not_updated_after_bank_transfer
I made a transfer and they haven't received the money I sent them.,66,transfer_not_received_by_recipient
How do I exchange currencies with this,33,exchange_via_app
I set up a payment to a new payee and sent some money but the person I'm sending it to has not received it.  Can you check where the money is?,66,transfer_not_received_by_recipient
What steps do I take to unblock my PIN?,49,pin_blocked
"I want to transfer money into my account, what do I do?",65,transfer_into_account
"I can't make any transfers, they won't go through, the details are correct as I checked them.  Can you look in to this please?",27,declined_transfer
A percentage fee was charged to my withdrawal.,19,cash_withdrawal_charge
The cheque I sent to you to have deposited a couple days ago has not cleared in my account yet. What is the issue?,6,balance_not_updated_after_cheque_or_cash_deposit
Can other people top up my account?,62,topping_up_by_card
"I deposited a cheque with some money, but the balance hasn't changed.",6,balance_not_updated_after_cheque_or_cash_deposit
I may have entered the PIN wrong and the account is blocked.  What do I have to do to get it unblocked.,49,pin_blocked
Can you please explain why the exchange rate for the item I bought is wrong?,17,card_payment_wrong_exchange_rate
I don't have the device I used to log onto the platform so I can't access it.,42,lost_or_stolen_phone
What if I type in the wrong PIN too many times?,49,pin_blocked
What are the exchange rates?,32,exchange_rate
"I need to top up, can I use google pay?",2,apple_pay_or_google_pay
Should my cash withdrawal still be pending?,46,pending_cash_withdrawal
The virtual card won't work.,72,virtual_card_not_working
I don't understand why my card payment is pending.  It has been pending for too long.  Why is this and when might it go through?,45,pending_card_payment
Will my employer be able to pay me with this service,50,receiving_money
Why is the payment I made still pending?,45,pending_card_payment
What is the purpose of requiring my identification?,74,why_verify_identity
Can I use this all over the world?,24,country_support
In which countries can I get a card?,24,country_support
Is there a way to undo a transaction?,8,cancel_transfer
Can I apply for one of your cards if I live in the EU?,24,country_support
Have have a small charge on my account from someone I purchased with but I'm not sure what it relates to.,34,extra_charge_on_statement
How can I use my credit card to transfer money?,62,topping_up_by_card
Remove my account immediately.,55,terminate_account
Where is my card?,11,card_arrival
I did a payment but it was reverted by the app,53,reverted_card_payment?
I prefer to get a Mastercard.,73,visa_or_mastercard
Is topping up free?,57,top_up_by_card_charge
"I just looked at my app and it seems I was charged extra, why is that?",34,extra_charge_on_statement
I topped up but the app denied it,59,top_up_failed
Why is the ATM not allowing me to get cash?,26,declined_cash_withdrawal
"My friend deposited $100 into my account, but it is not showing up!",6,balance_not_updated_after_cheque_or_cash_deposit
"I received a refund, however I cannot see it in my account",51,Refund_not_showing_up
I didnt get the correct exchange rate for getting cash,76,wrong_exchange_rate_for_cash_withdrawal
how do i get the card linked,13,card_linking
Does my top up and apple pay work together?,2,apple_pay_or_google_pay
Someone might have had access to my card.,22,compromised_card
What should I do if I think there are unauthorized transactions?,22,compromised_card
"Hi, would you please activate my card?",0,activate_my_card
I want to get a virtual card!,40,getting_virtual_card
I am yet to receive the money in my account how long will this take?,67,transfer_timing
Explain to me how to verify the top-up card.,71,verify_top_up
Why was I charged extra when transferring?,64,transfer_fee_charged
why do I have an unknown payment?,16,card_payment_not_recognised
What currencies do you accept to add money?,54,supported_cards_and_currencies
Am I charged if I make a top-up?,56,top_up_by_bank_transfer_charge
I have a reverted top up I made and wanted to know why it didn't go through.,61,top_up_reverted
"my balance has not changed, despite depositing a cheque",6,balance_not_updated_after_cheque_or_cash_deposit
What do I need to do to get cash back? The ATM gave me the wrong amount that I requested but the app is showing the amount to be correct.,75,wrong_amount_of_cash_received
I haven't seen the cash yet from the cheque I deposited.,6,balance_not_updated_after_cheque_or_cash_deposit
Too many times I entered the incorrect PIN.  How can I get my account unblocked?,49,pin_blocked
I didn't make the direct debit payment on my account.,28,direct_debit_payment_not_recognised
I made a terrible mistake when typing in my account number.  I accidently sent money to the wrong account.  I noticed the app won't allow me to void the transaction.  Can someone help me with this immediately?,8,cancel_transfer
"How long do EU transfers actually take? I recently bought something online a few days ago, sent the money immediately online but the seller says it's still not there yet.",48,pending_transfer
why do I have to show my ID,69,verify_my_identity
There are funds showing in my app that I did not receive.,20,cash_withdrawal_not_recognised
Why i'm I being charged an extra pound,34,extra_charge_on_statement
Why can't I withdraw money?,26,declined_cash_withdrawal
Why isn't my google top-up pay working?,2,apple_pay_or_google_pay
I didn't know I was going to get charged to use my card.,15,card_payment_fee_charged
Cash withdrawal was incorrect at ATM.,75,wrong_amount_of_cash_received
Do you deliver the PIN separately?,38,get_physical_card
I may need to dispute a Direct Debit payment.,28,direct_debit_payment_not_recognised
My refund has not shown up in my account.   Where is it?,51,Refund_not_showing_up
If I want my son to have his own account is that possible?,1,age_limit
Why did I not get my refund yet?,51,Refund_not_showing_up
Why do I have duplicate transactions for one purchase?,63,transaction_charged_twice
Why did you charge me a fee when I made a transfer?,64,transfer_fee_charged
I got a declining message during a transfer? please tell me why,27,declined_transfer
Is my PIN sent separably?,38,get_physical_card
My top-up hasn't gone through,47,pending_top_up
I bought some things in the morning but the payment shows as pending,45,pending_card_payment
The app reverted after I topped-up,61,top_up_reverted
i want to get my salary deposited as pesos?,50,receiving_money
I think someone stole my card number and brought stuff in different places that I have never been to. I need to suspend any further purchase on my credit card.,22,compromised_card
i need to proof my identity to you why and how?,74,why_verify_identity
My app shows a money withdrawal that I did not do.,20,cash_withdrawal_not_recognised
"Hi, Yesterdays i was unable to do online shopping as it was getting declined. Today I am facing the same issue. Please help me in this respect.",27,declined_transfer
I have a card payment that has been pending for some time and would like to know when it is going to go through.,45,pending_card_payment
Are you able to delete my account?,55,terminate_account
Why does my statement have an extra fee?,34,extra_charge_on_statement
"I just transferred some money into my account and do not see it updated yet, can you assist?",5,balance_not_updated_after_bank_transfer
The top-up is broken.,47,pending_top_up
"I deposited cash this morning, but it's not showing up in my account. Can you tell me where's my money?",6,balance_not_updated_after_cheque_or_cash_deposit
How can I trade currencies with this app?,33,exchange_via_app
How to edit personal details?,30,edit_personal_details
Why was I unable to complete my transfer?,35,failed_transfer
I would like to make sure it is delivered on a certain date.,12,card_delivery_estimate
where do I go to top up with cash?,58,top_up_by_cash_or_cheque
Why did you charge me extra?,34,extra_charge_on_statement
Show me how can my friends top up my account.,62,topping_up_by_card
My card gets rejected when I try to use it,14,card_not_working
How can I transfer money between accounts?,65,transfer_into_account
I have a question regarding the PIN of the card?,38,get_physical_card
How do I change my AUD into GBP?,33,exchange_via_app
Are all fiat currencies supported?,36,fiat_currency_support
I deposited money but my balance hasn't been updated yet.,6,balance_not_updated_after_cheque_or_cash_deposit
What is the fee to top-up my account,56,top_up_by_bank_transfer_charge
How long will a transfer from China take? I need to transfer something from there.,67,transfer_timing
"I was charged a fee when withdrawing cash, can you explain why?",19,cash_withdrawal_charge
I am inquiring about your auto top up feature.,4,automatic_top_up
"Hi, I'm buying my son Bertie a starter home in London.  I'm just trying to send the 5% deposit over to the agent. It's only £200,000 but seems to be throwing an error.  What is going on?  If I wait any longer the house prices might rise, can you look in to it please?",35,failed_transfer
why would a merchant refuse a payment,53,reverted_card_payment?
I have not received a refund.,51,Refund_not_showing_up
I'm having difficulties changing AUD for GBP. How do I do this?,33,exchange_via_app
My card was charged more than expected.,15,card_payment_fee_charged
Are there any places that I can't use the disposable cards at?,29,disposable_card_limits
what is the exchange rate for foreign ATMs,76,wrong_exchange_rate_for_cash_withdrawal
Is there a specific date i can have it delivered?,12,card_delivery_estimate
"May I reactivate my card? I previously reported it lost, but have now found it safe and sound.",13,card_linking
I see a duplicate payment.,63,transaction_charged_twice
"If I was travelling abroad, would I be able to hold currencies in euros?",36,fiat_currency_support
"If my card expires next month, will I need to order a new one?",9,card_about_to_expire
Why did my exchange rate change?,76,wrong_exchange_rate_for_cash_withdrawal
Where do I look for cash top up?,58,top_up_by_cash_or_cheque
where is my unknown payment from?,16,card_payment_not_recognised
I don't understand where this charge came from.,16,card_payment_not_recognised
"I attempted a transfer, but it failed.",35,failed_transfer
Using international ATMs messes up the exchange rate.,76,wrong_exchange_rate_for_cash_withdrawal
I need a number of disposable cards everyday.,29,disposable_card_limits
Please provide me a list of ATMs that accept my card.,3,atm_support
So I just went to the ATM to get some cash.  I input that I needed 100 pounds but I only got 80.  I have the receipt  and I am in need of the extra money.  How do I go about obtaining the missing amount?,75,wrong_amount_of_cash_received
I urgently need to top-up my card but its getting declined. Please help me in this or advise with other options if any.,59,top_up_failed
Why is there a direct debit fee in the App when I didn't do it?,28,direct_debit_payment_not_recognised
I am just waiting for the transaction to be completed.,66,transfer_not_received_by_recipient
My last name has changed and I need to update my account details.,30,edit_personal_details
I think someone is using my card without my permission!,22,compromised_card
Is there a reason my refund isn't showing on my statement?,51,Refund_not_showing_up
I want to get my hands on one of those virtual cards!,40,getting_virtual_card
"My card has an issue, the payment has been deferred.",53,reverted_card_payment?
The fee charged when I changed rubles into British pounds was too much.,17,card_payment_wrong_exchange_rate
My top-up didn't go through; it still says pending. What's up with that?,47,pending_top_up
Where would I find top up by cash deposit?,58,top_up_by_cash_or_cheque
"There is an unexplained $1 charge on my statement, can you please explain this to me?",34,extra_charge_on_statement
"I want to top up from my Apple Watch, can I?",2,apple_pay_or_google_pay
Can I get my friends to add money to my account?,62,topping_up_by_card
"There are transactions that I did not make on my account, I think someone has my information.",22,compromised_card
Can you provide information for freezing my card immediately?,41,lost_or_stolen_card
I need a disposable virtual card. Please tell me how to order one.,37,get_disposable_virtual_card
Why check my identity?,74,why_verify_identity
"Hi, I am facing issue with my card payment while shopping online as payment is getting reverted. I am struggling with this issue around two weeks. Please advise.",53,reverted_card_payment?
why must I prove ID,69,verify_my_identity
Do I need to do anything special for my friend to send money to my account?,50,receiving_money
I looked on the app and it says I withdrew cash.  I didn't!,20,cash_withdrawal_not_recognised
Is it possible to get a Visa and Mastercard from you?,73,visa_or_mastercard
Which currencies will you exchange?,36,fiat_currency_support
I was denied cash at an ATM,26,declined_cash_withdrawal
Are your cards available in the EU?,24,country_support
What are my limits on disposable cards?,29,disposable_card_limits
"I've got a problem - I purchased an item maybe a week or two ago, but to the payment came back to my account! I've already got what I ordered, so why are the payment funds showing up in my account?",53,reverted_card_payment?
You promised no fees but now I've got one. What the hell!?,15,card_payment_fee_charged
I need to make multiple disposable cards in a day.,29,disposable_card_limits
What number of times can I top-up?,60,top_up_limits
Will you charge me if I top up by card?,57,top_up_by_card_charge
My card payment wasn't declined,25,declined_card_payment
I transferred some funds but I don't see it,5,balance_not_updated_after_bank_transfer
Why was there a fee for paying by card?,15,card_payment_fee_charged
My physical card is not working,14,card_not_working
"I want to link to my card card with you, how?",13,card_linking
"When will I get a new card when I order it, and how much will it cost.",9,card_about_to_expire
I think I was charged double for something I bought - how long should I wait before reporting this?,63,transaction_charged_twice
WHAT IS THE ATMOSPHERE OF IT,10,card_acceptance
Are these cards available in europe?,24,country_support
"I thought I knew my password but I guess I was wrong, what can I do now?",44,passcode_forgotten
How would I change my details?,30,edit_personal_details
Where did my money come from?,70,verify_source_of_funds
Where is the closest ATM to me?,3,atm_support
Can my friend send me money?,50,receiving_money
I think I was charged by mistake on my debit statement.,28,direct_debit_payment_not_recognised
How do I order a new card when my old one is ready to expire?,9,card_about_to_expire
"I transferred a payment a couple days ago and it shows done, but it has not been received.  Could you please help me?",66,transfer_not_received_by_recipient
"I have not used my card all day, however, there is an unusual payment showing in my app.  I would like to have that amount reimbursed.",28,direct_debit_payment_not_recognised
Why should I verify the top-up?,71,verify_top_up
"Hi, I'm trying to by some crypto and the app isn't allowing it. I really want to exchange this, what am I doing wrong?",7,beneficiary_not_allowed
"please help me with this transfer, for some reason i can't transfer to a cryptocurency account",27,declined_transfer
Are there any ATM's near me that accept this card?,3,atm_support
Is there a limit on the number of times I can use a disposable card?,29,disposable_card_limits
What caused my top-up to be returned?,61,top_up_reverted
"Hello. I bought an item a while ago, and have since requested a refund.  However, upon checking my online statements, it seems that I haven't been issued a refund yet.  How can this be remedied?",51,Refund_not_showing_up
For what reason must I authenticate the top up?,71,verify_top_up
Hi I'm waiting for a refund for an item I bought. I have contacted the merchant directly but had nothing back. Can you tell me whether or not you are able to refund me for the item?,51,Refund_not_showing_up
What do I do if I have forgotten my passcode?,44,passcode_forgotten
"I noticed my card payment was cancelled, can you tell me why?",53,reverted_card_payment?
Why are my transfers not going through.  I have tried over 4 times to get it to work.  This is just a simple transfer.  Is something else causing this in the system?  Is it broken?,35,failed_transfer
Can I order a new card to China?,9,card_about_to_expire
I tried to pay with my card and it didn't work,25,declined_card_payment
"Its been 3 days, How long will my transfer take to get to my wallet?",67,transfer_timing
There is a payment showing as pending and hasn't posted for a few days.  When will it post?,45,pending_card_payment
I refuse to verify my identity.,74,why_verify_identity
Why did I get charged twice for the same thing,63,transaction_charged_twice
Why is there an unknown card payment?,16,card_payment_not_recognised
"My husband and I went out for our weekly ""dinner and a movie,"" and it was my turn to pick up the check. Now I see that my card was charged twice. Who should I contact about negating the second charge and getting my card credited?",63,transaction_charged_twice
I do I top up from my Apple Watch?,2,apple_pay_or_google_pay
what is this extra charge with my purchase?,15,card_payment_fee_charged
Why are there additional fees for transfers?,64,transfer_fee_charged
Does Google Pay offer a top up option?,2,apple_pay_or_google_pay
